,tourney_year,tourney_name,tourney_location,tourney_dates,tourney_conditions,tourney_surface,player_ranking,opponent_name,match_win_loss,match_score
625,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,1,Tommy Haas,W,64 60 36 46 62
626,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,1,Max Mirnyi,W,63 64 63
627,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,1,Florian Mayer,W,61 64 60
628,2006,Australian Open,"Melbourne, Australia",2006.01.16 - 2006.01.29,Outdoor,Hard,1,Denis Istomin,W,62 63 62
629,2006,Doha,"Doha, Qatar",2006.01.02 - 2006.01.08,Outdoor,Hard,1,Gael Monfils,W,63 76(5) 
630,2006,Doha,"Doha, Qatar",2006.01.02 - 2006.01.08,Outdoor,Hard,1,Tommy Haas,W,63 63
631,2006,Doha,"Doha, Qatar",2006.01.02 - 2006.01.08,Outdoor,Hard,1,Marcos Baghdatis,W,64 63
632,2006,Doha,"Doha, Qatar",2006.01.02 - 2006.01.08,Outdoor,Hard,1,Fabrice Santoro,W,76(2) 76(5) 
633,2006,Doha,"Doha, Qatar",2006.01.02 - 2006.01.08,Outdoor,Hard,1,Ivo Minar,W,61 63
634,2007,Tennis Masters Cup,China,2007.11.12 - 2007.11.18,Indoor,Hard,1,David Ferrer,W,62 63 62
635,2007,Tennis Masters Cup,China,2007.11.12 - 2007.11.18,Indoor,Hard,1,Rafael Nadal,W,64 61
636,2007,Tennis Masters Cup,China,2007.11.12 - 2007.11.18,Indoor,Hard,1,Andy Roddick,W,64 62
637,2007,Tennis Masters Cup,China,2007.11.12 - 2007.11.18,Indoor,Hard,1,Nikolay Davydenko,W,64 63
638,2007,Tennis Masters Cup,China,2007.11.12 - 2007.11.18,Indoor,Hard,1,Fernando Gonzalez,L,63 67(1) 57
639,2007,ATP World Tour Masters 1000 Paris,"Paris, France",2007.10.29 - 2007.11.04,Indoor,Hard,1,David Nalbandian,L,46 67(3) 
640,2007,ATP World Tour Masters 1000 Paris,"Paris, France",2007.10.29 - 2007.11.04,Indoor,Hard,1,Ivo Karlovic,W,63 46 63
641,2007,Basel,"Basel, Switzerland",2007.10.22 - 2007.10.28,Indoor,Hard,1,Jarkko Nieminen,W,63 64
642,2007,Basel,"Basel, Switzerland",2007.10.22 - 2007.10.28,Indoor,Hard,1,Ivo Karlovic,W,76(6) 76(5) 
643,2007,Basel,"Basel, Switzerland",2007.10.22 - 2007.10.28,Indoor,Hard,1,Nicolas Kiefer,W,63 62
644,2007,Basel,"Basel, Switzerland",2007.10.22 - 2007.10.28,Indoor,Hard,1,Juan Martin del Potro,W,61 64
645,2007,Basel,"Basel, Switzerland",2007.10.22 - 2007.10.28,Indoor,Hard,1,Michael Berrer,W,61 36 63
646,2007,ATP Masters Series Madrid,"Madrid, Spain",2007.10.15 - 2007.10.21,Indoor,Hard,1,David Nalbandian,L,61 36 36
647,2007,ATP Masters Series Madrid,"Madrid, Spain",2007.10.15 - 2007.10.21,Indoor,Hard,1,Nicolas Kiefer,W,64 64
648,2007,ATP Masters Series Madrid,"Madrid, Spain",2007.10.15 - 2007.10.21,Indoor,Hard,1,Feliciano Lopez,W,76(4) 64
649,2007,ATP Masters Series Madrid,"Madrid, Spain",2007.10.15 - 2007.10.21,Indoor,Hard,1,Guillermo Canas,W,60 63
650,2007,ATP Masters Series Madrid,"Madrid, Spain",2007.10.15 - 2007.10.21,Indoor,Hard,1,Robby Ginepri,W,76(2) 64
651,2007,CZE v. SUI WG PO,Czech Republic,2007.09.17 - 2007.09.23,Indoor,Carpet,1,Tomas Berdych,W,76(5) 76(10) 63
652,2007,CZE v. SUI WG PO,Czech Republic,2007.09.17 - 2007.09.23,Indoor,Carpet,1,Radek Stepanek,W,63 62 67(4) 76(5) 
653,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,1,Novak Djokovic,W,76(4) 76(2) 64
654,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,1,Nikolay Davydenko,W,75 61 75
655,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,1,Andy Roddick,W,76(5) 76(4) 62
656,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,1,Feliciano Lopez,W,36 64 61 64
657,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,1,John Isner,W,67(4) 62 64 62
658,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,1,Paul Capdeville,W,61 64 64
659,2007,US Open,"New York, NY, U.S.A.",2007.08.27 - 2007.09.09,Outdoor,Hard,1,Scoville Jenkins,W,63 62 64
660,2007,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2007.08.13 - 2007.08.19,Outdoor,Hard,1,James Blake,W,61 64
661,2007,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2007.08.13 - 2007.08.19,Outdoor,Hard,1,Lleyton Hewitt,W,63 67(7) 76(1) 
662,2007,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2007.08.13 - 2007.08.19,Outdoor,Hard,1,Nicolas Almagro,W,63 36 62
663,2007,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2007.08.13 - 2007.08.19,Outdoor,Hard,1,Marcos Baghdatis,W,76(5) 75
664,2007,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2007.08.13 - 2007.08.19,Outdoor,Hard,1,Julien Benneteau,W,63 63
665,2007,ATP Masters Series Canada,"Montreal, Canada",2007.08.06 - 2007.08.12,Outdoor,Hard,1,Novak Djokovic,L,67(2) 62 67(2) 
666,2007,ATP Masters Series Canada,"Montreal, Canada",2007.08.06 - 2007.08.12,Outdoor,Hard,1,Radek Stepanek,W,76(6) 62
667,2007,ATP Masters Series Canada,"Montreal, Canada",2007.08.06 - 2007.08.12,Outdoor,Hard,1,Lleyton Hewitt,W,63 64
668,2007,ATP Masters Series Canada,"Montreal, Canada",2007.08.06 - 2007.08.12,Outdoor,Hard,1,Fabio Fognini,W,61 61
669,2007,ATP Masters Series Canada,"Montreal, Canada",2007.08.06 - 2007.08.12,Outdoor,Hard,1,Ivo Karlovic,W,76(2) 76(3) 
670,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,1,Rafael Nadal,W,76(7) 46 76(3) 26 62
671,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,1,Richard Gasquet,W,75 63 64
672,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,1,Juan Carlos Ferrero,W,76(2) 36 61 63
673,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,1,Tommy Haas,W,(W/O)
674,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,1,Marat Safin,W,61 64 76(4) 
675,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,1,Juan Martin del Potro,W,62 75 61
676,2007,Wimbledon,"London, Great Britain",2007.06.25 - 2007.07.08,Outdoor,Grass,1,Teymuraz Gabashvili,W,63 62 64
677,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,1,Rafael Nadal,L,36 64 36 46
678,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,1,Nikolay Davydenko,W,75 76(5) 76(7) 
679,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,1,Tommy Robredo,W,75 16 61 62
680,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,1,Mikhail Youzhny,W,76(3) 64 64
681,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,1,Potito Starace,W,62 63 60
682,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,1,Thierry Ascione,W,61 62 76(8) 
683,2007,Roland Garros,"Paris, France",2007.05.28 - 2007.06.10,Outdoor,Clay,1,Michael Russell,W,64 62 64
684,2007,ATP Masters Series Hamburg,"Hamburg, Germany",2007.05.14 - 2007.05.20,Outdoor,Clay,1,Rafael Nadal,W,26 62 60
685,2007,ATP Masters Series Hamburg,"Hamburg, Germany",2007.05.14 - 2007.05.20,Outdoor,Clay,1,Carlos Moya,W,46 64 62
686,2007,ATP Masters Series Hamburg,"Hamburg, Germany",2007.05.14 - 2007.05.20,Outdoor,Clay,1,David Ferrer,W,63 46 63
687,2007,ATP Masters Series Hamburg,"Hamburg, Germany",2007.05.14 - 2007.05.20,Outdoor,Clay,1,Juan Carlos Ferrero,W,62 63
688,2007,ATP Masters Series Hamburg,"Hamburg, Germany",2007.05.14 - 2007.05.20,Outdoor,Clay,1,Juan Monaco,W,63 26 64
689,2007,ATP Masters Series Rome,"Rome, Italy",2007.05.07 - 2007.05.13,Outdoor,Clay,1,Filippo Volandri,L,26 46
690,2007,ATP Masters Series Rome,"Rome, Italy",2007.05.07 - 2007.05.13,Outdoor,Clay,1,Nicolas Almagro,W,63 64
691,2007,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2007.04.16 - 2007.04.22,Outdoor,Clay,1,Rafael Nadal,L,46 46
692,2007,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2007.04.16 - 2007.04.22,Outdoor,Clay,1,Juan Carlos Ferrero,W,63 64
693,2007,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2007.04.16 - 2007.04.22,Outdoor,Clay,1,David Ferrer,W,64 60
694,2007,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2007.04.16 - 2007.04.22,Outdoor,Clay,1,Hyung-Taik Lee,W,64 63
695,2007,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2007.04.16 - 2007.04.22,Outdoor,Clay,1,Andreas Seppi,W,76(4) 76(6) 
696,2007,ATP Masters Series Miami,"Miami, FL, U.S.A.",2007.03.19 - 2007.04.01,Outdoor,Hard,1,Guillermo Canas,L,67(2) 62 67(5) 
697,2007,ATP Masters Series Miami,"Miami, FL, U.S.A.",2007.03.19 - 2007.04.01,Outdoor,Hard,1,Nicolas Almagro,W,75 63
698,2007,ATP Masters Series Miami,"Miami, FL, U.S.A.",2007.03.19 - 2007.04.01,Outdoor,Hard,1,Sam Querrey,W,64 63
699,2007,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2007.03.05 - 2007.03.18,Outdoor,Hard,1,Guillermo Canas,L,57 26
700,2007,Dubai,"Dubai, U.A.E.",2007.02.26 - 2007.03.04,Outdoor,Hard,1,Mikhail Youzhny,W,64 63
701,2007,Dubai,"Dubai, U.A.E.",2007.02.26 - 2007.03.04,Outdoor,Hard,1,Tommy Haas,W,64 75
702,2007,Dubai,"Dubai, U.A.E.",2007.02.26 - 2007.03.04,Outdoor,Hard,1,Novak Djokovic,W,63 67(6) 63
703,2007,Dubai,"Dubai, U.A.E.",2007.02.26 - 2007.03.04,Outdoor,Hard,1,Daniele Bracciali,W,75 63
704,2007,Dubai,"Dubai, U.A.E.",2007.02.26 - 2007.03.04,Outdoor,Hard,1,Kristian Pless,W,76(2) 36 63
705,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,1,Fernando Gonzalez,W,76(2) 64 64
706,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,1,Andy Roddick,W,64 60 62
707,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,1,Tommy Robredo,W,63 76(2) 75
708,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,1,Novak Djokovic,W,62 75 63
709,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,1,Mikhail Youzhny,W,63 63 76(5) 
710,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,1,Jonas Bjorkman,W,62 63 62
711,2007,Australian Open,"Melbourne, Australia",2007.01.15 - 2007.01.28,Outdoor,Hard,1,Bjorn Phau,W,75 60 64
712,2008,Tennis Masters Cup,China,2008.11.10 - 2008.11.16,Indoor,Hard,2,Andy Murray,L,64 67(3) 57
713,2008,Tennis Masters Cup,China,2008.11.10 - 2008.11.16,Indoor,Hard,2,Radek Stepanek,W,76(4) 64
714,2008,Tennis Masters Cup,China,2008.11.10 - 2008.11.16,Indoor,Hard,2,Gilles Simon,L,64 46 36
715,2008,ATP World Tour Masters 1000 Paris,"Paris, France",2008.10.27 - 2008.11.02,Indoor,Hard,2,James Blake,L,(W/O)
716,2008,ATP World Tour Masters 1000 Paris,"Paris, France",2008.10.27 - 2008.11.02,Indoor,Hard,2,Marin Cilic,W,63 64
717,2008,ATP World Tour Masters 1000 Paris,"Paris, France",2008.10.27 - 2008.11.02,Indoor,Hard,2,Robin Soderling,W,64 76(7) 
718,2008,Basel,"Basel, Switzerland",2008.10.20 - 2008.10.26,Indoor,Hard,2,David Nalbandian,W,63 64
719,2008,Basel,"Basel, Switzerland",2008.10.20 - 2008.10.26,Indoor,Hard,2,Feliciano Lopez,W,63 62
720,2008,Basel,"Basel, Switzerland",2008.10.20 - 2008.10.26,Indoor,Hard,2,Simone Bolelli,W,62 63
721,2008,Basel,"Basel, Switzerland",2008.10.20 - 2008.10.26,Indoor,Hard,2,Jarkko Nieminen,W,76(6) 76(1) 
722,2008,Basel,"Basel, Switzerland",2008.10.20 - 2008.10.26,Indoor,Hard,2,Bobby Reynolds,W,63 67(6) 63
723,2008,ATP Masters Series Madrid,"Madrid, Spain",2008.10.13 - 2008.10.19,Indoor,Hard,2,Andy Murray,L,63 36 57
724,2008,ATP Masters Series Madrid,"Madrid, Spain",2008.10.13 - 2008.10.19,Indoor,Hard,2,Juan Martin del Potro,W,63 63
725,2008,ATP Masters Series Madrid,"Madrid, Spain",2008.10.13 - 2008.10.19,Indoor,Hard,2,Jo-Wilfried Tsonga,W,64 61
726,2008,ATP Masters Series Madrid,"Madrid, Spain",2008.10.13 - 2008.10.19,Indoor,Hard,2,Radek Stepanek,W,63 76(6) 
727,2008,SUI vs. BEL WG Play-offs,Switzerland,2008.09.15 - 2008.09.21,Indoor,Hard,2,Kristof Vliegen,W,76(1) 64 62
728,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,2,Andy Murray,W,62 75 62
729,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,2,Novak Djokovic,W,63 57 75 62
730,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,2,Gilles Muller,W,76(5) 64 76(5) 
731,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,2,Igor Andreev,W,67(5) 76(5) 63 36 63
732,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,2,Radek Stepanek,W,63 63 62
733,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,2,Thiago Alves,W,63 75 64
734,2008,US Open,"New York, NY, U.S.A.",2008.08.25 - 2008.09.07,Outdoor,Hard,2,Maximo Gonzalez,W,63 60 63
735,2008,Beijing Olympics,"Beijing, China",2008.08.11 - 2008.08.17,Outdoor,Hard,1,James Blake,L,46 67(2) 
736,2008,Beijing Olympics,"Beijing, China",2008.08.11 - 2008.08.17,Outdoor,Hard,1,Tomas Berdych,W,63 76(4) 
737,2008,Beijing Olympics,"Beijing, China",2008.08.11 - 2008.08.17,Outdoor,Hard,1,Rafael Arevalo,W,62 64
738,2008,Beijing Olympics,"Beijing, China",2008.08.11 - 2008.08.17,Outdoor,Hard,1,Dmitry Tursunov,W,64 62
739,2008,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2008.07.28 - 2008.08.03,Outdoor,Hard,1,Ivo Karlovic,L,67(6) 64 67(5) 
740,2008,ATP Masters Series Cincinnati,"Cincinnati, OH, U.S.A.",2008.07.28 - 2008.08.03,Outdoor,Hard,1,Robby Ginepri,W,67(2) 76(5) 60
741,2008,ATP Masters Series Canada,"Toronto, Canada",2008.07.21 - 2008.07.27,Outdoor,Hard,1,Gilles Simon,L,62 57 46
742,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,1,Rafael Nadal,L,46 46 76(5) 76(8) 79
743,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,1,Marat Safin,W,63 76(3) 64
744,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,1,Mario Ancic,W,61 75 64
745,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,1,Lleyton Hewitt,W,76(7) 62 64
746,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,1,Marc Gicquel,W,63 63 61
747,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,1,Robin Soderling,W,63 64 76(3) 
748,2008,Wimbledon,"London, Great Britain",2008.06.23 - 2008.07.06,Outdoor,Grass,1,Dominik Hrbaty,W,63 62 62
749,2008,Halle,"Halle, Germany",2008.06.09 - 2008.06.15,Outdoor,Grass,1,Philipp Kohlschreiber,W,63 64
750,2008,Halle,"Halle, Germany",2008.06.09 - 2008.06.15,Outdoor,Grass,1,Nicolas Kiefer,W,61 64
751,2008,Halle,"Halle, Germany",2008.06.09 - 2008.06.15,Outdoor,Grass,1,Marcos Baghdatis,W,64 64
752,2008,Halle,"Halle, Germany",2008.06.09 - 2008.06.15,Outdoor,Grass,1,Jan Vacek,W,75 63
753,2008,Halle,"Halle, Germany",2008.06.09 - 2008.06.15,Outdoor,Grass,1,Michael Berrer,W,64 62
754,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,1,Rafael Nadal,L,16 36 06
755,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,1,Gael Monfils,W,62 57 63 75
756,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,1,Fernando Gonzalez,W,26 62 63 64
757,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,1,Julien Benneteau,W,64 75 75
758,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,1,Mario Ancic,W,63 64 62
759,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,1,Albert Montanes,W,67(5) 61 60 64
760,2008,Roland Garros,"Paris, France",2008.05.26 - 2008.06.08,Outdoor,Clay,1,Sam Querrey,W,64 64 63
761,2008,ATP Masters Series Hamburg,"Hamburg, Germany",2008.05.12 - 2008.05.18,Outdoor,Clay,1,Rafael Nadal,L,57 76(3) 36
762,2008,ATP Masters Series Hamburg,"Hamburg, Germany",2008.05.12 - 2008.05.18,Outdoor,Clay,1,Andreas Seppi,W,63 61
763,2008,ATP Masters Series Hamburg,"Hamburg, Germany",2008.05.12 - 2008.05.18,Outdoor,Clay,1,Fernando Verdasco,W,63 63
764,2008,ATP Masters Series Hamburg,"Hamburg, Germany",2008.05.12 - 2008.05.18,Outdoor,Clay,1,Robin Soderling,W,63 62
765,2008,ATP Masters Series Hamburg,"Hamburg, Germany",2008.05.12 - 2008.05.18,Outdoor,Clay,1,Jarkko Nieminen,W,61 63
766,2008,ATP Masters Series Rome,"Rome, Italy",2008.05.05 - 2008.05.11,Outdoor,Clay,1,Radek Stepanek,L,67(4) 67(7) 
767,2008,ATP Masters Series Rome,"Rome, Italy",2008.05.05 - 2008.05.11,Outdoor,Clay,1,Ivo Karlovic,W,76(4) 63
768,2008,ATP Masters Series Rome,"Rome, Italy",2008.05.05 - 2008.05.11,Outdoor,Clay,1,Guillermo Canas,W,63 63
769,2008,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2008.04.21 - 2008.04.27,Outdoor,Clay,1,Rafael Nadal,L,57 57
770,2008,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2008.04.21 - 2008.04.27,Outdoor,Clay,1,Novak Djokovic,W,63 32 (RET)
771,2008,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2008.04.21 - 2008.04.27,Outdoor,Clay,1,David Nalbandian,W,57 62 62
772,2008,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2008.04.21 - 2008.04.27,Outdoor,Clay,1,Gael Monfils,W,63 64
773,2008,ATP Masters Series Monte Carlo,"Monte Carlo, Monaco",2008.04.21 - 2008.04.27,Outdoor,Clay,1,Ruben Ramirez Hidalgo,W,61 36 76(1) 
774,2008,Estoril,"Estoril, Portugal",2008.04.14 - 2008.04.20,Outdoor,Clay,1,Nikolay Davydenko,W,76(5) 12 (RET)
775,2008,Estoril,"Estoril, Portugal",2008.04.14 - 2008.04.20,Outdoor,Clay,1,Denis Gremelmayr,W,26 75 61
776,2008,Estoril,"Estoril, Portugal",2008.04.14 - 2008.04.20,Outdoor,Clay,1,Fred Gil,W,64 61
777,2008,Estoril,"Estoril, Portugal",2008.04.14 - 2008.04.20,Outdoor,Clay,1,Victor Hanescu,W,63 62
778,2008,Estoril,"Estoril, Portugal",2008.04.14 - 2008.04.20,Outdoor,Clay,1,Olivier Rochus,W,46 63 62
779,2008,ATP Masters Series Miami,"Miami, FL, U.S.A.",2008.03.24 - 2008.04.06,Outdoor,Hard,1,Andy Roddick,L,67(4) 64 36
780,2008,ATP Masters Series Miami,"Miami, FL, U.S.A.",2008.03.24 - 2008.04.06,Outdoor,Hard,1,Jose Acasuso,W,76(5) 62
781,2008,ATP Masters Series Miami,"Miami, FL, U.S.A.",2008.03.24 - 2008.04.06,Outdoor,Hard,1,Robin Soderling,W,64 30 (RET)
782,2008,ATP Masters Series Miami,"Miami, FL, U.S.A.",2008.03.24 - 2008.04.06,Outdoor,Hard,1,Gael Monfils,W,63 64
783,2008,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2008.03.10 - 2008.03.23,Outdoor,Hard,1,Mardy Fish,L,36 26
784,2008,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2008.03.10 - 2008.03.23,Outdoor,Hard,1,Tommy Haas,W,(W/O)
785,2008,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2008.03.10 - 2008.03.23,Outdoor,Hard,1,Ivan Ljubicic,W,63 64
786,2008,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2008.03.10 - 2008.03.23,Outdoor,Hard,1,Nicolas Mahut,W,61 61
787,2008,ATP Masters Series Indian Wells,"Indian Wells, CA, U.S.A.",2008.03.10 - 2008.03.23,Outdoor,Hard,1,Guillermo Garcia-Lopez,W,63 62
788,2008,Dubai,"Dubai, U.A.E.",2008.03.03 - 2008.03.09,Outdoor,Hard,1,Andy Murray,L,76(6) 36 46
789,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,1,Novak Djokovic,L,57 36 67(5) 
790,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,1,James Blake,W,75 76(5) 64
791,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,1,Tomas Berdych,W,64 76(7) 63
792,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,1,Janko Tipsarevic,W,67(5) 76(1) 57 61 10-8
793,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,1,Fabrice Santoro,W,61 62 60
794,2008,Australian Open,"Melbourne, Australia",2008.01.14 - 2008.01.27,Outdoor,Hard,1,Diego Hartfield,W,60 63 60
795,2009,Barclays ATP World Tour Finals,"London, England",2009.11.23 - 2009.11.29,Indoor,Hard,1,Nikolay Davydenko,L,26 64 57
796,2009,Barclays ATP World Tour Finals,"London, England",2009.11.23 - 2009.11.29,Indoor,Hard,1,Juan Martin del Potro,L,26 76(5) 36
797,2009,Barclays ATP World Tour Finals,"London, England",2009.11.23 - 2009.11.29,Indoor,Hard,1,Andy Murray,W,36 63 61
798,2009,Barclays ATP World Tour Finals,"London, England",2009.11.23 - 2009.11.29,Indoor,Hard,1,Fernando Verdasco,W,46 75 61
799,2009,ATP World Tour Masters 1000 Paris,"Paris, France",2009.11.09 - 2009.11.15,Indoor,Hard,1,Julien Benneteau,L,63 67(4) 46
800,2009,Basel,"Basel, Switzerland",2009.11.02 - 2009.11.08,Indoor,Hard,1,Novak Djokovic,L,46 64 26
801,2009,Basel,"Basel, Switzerland",2009.11.02 - 2009.11.08,Indoor,Hard,1,Marco Chiudinelli,W,76(7) 63
802,2009,Basel,"Basel, Switzerland",2009.11.02 - 2009.11.08,Indoor,Hard,1,Evgeny Korolev,W,63 62
803,2009,Basel,"Basel, Switzerland",2009.11.02 - 2009.11.08,Indoor,Hard,1,Andreas Seppi,W,63 63
804,2009,Basel,"Basel, Switzerland",2009.11.02 - 2009.11.08,Indoor,Hard,1,Olivier Rochus,W,63 64
805,2009,ITA vs. SUI WG Play-off,Italy,2009.09.14 - 2009.09.20,Outdoor,Clay,1,Potito Starace,W,63 60 64
806,2009,ITA vs. SUI WG Play-off,Italy,2009.09.14 - 2009.09.20,Outdoor,Clay,1,Simone Bolelli,W,63 64 61
807,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,1,Juan Martin del Potro,L,63 67(5) 64 67(4) 26
808,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,1,Novak Djokovic,W,76(3) 75 75
809,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,1,Robin Soderling,W,60 63 67(6) 76(6) 
810,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,1,Tommy Robredo,W,75 62 62
811,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,1,Lleyton Hewitt,W,46 63 75 64
812,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,1,Simon Greul,W,63 75 75
813,2009,US Open,"New York, NY, U.S.A.",2009.08.31 - 2009.09.13,Outdoor,Hard,1,Devin Britton,W,61 63 75
814,2009,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2009.08.17 - 2009.08.23,Outdoor,Hard,1,Novak Djokovic,W,61 75
815,2009,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2009.08.17 - 2009.08.23,Outdoor,Hard,1,Andy Murray,W,62 76(8) 
816,2009,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2009.08.17 - 2009.08.23,Outdoor,Hard,1,Lleyton Hewitt,W,63 64
817,2009,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2009.08.17 - 2009.08.23,Outdoor,Hard,1,David Ferrer,W,36 63 64
818,2009,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, OH, U.S.A.",2009.08.17 - 2009.08.23,Outdoor,Hard,1,Jose Acasuso,W,63 75
819,2009,ATP World Tour Masters 1000 Canada,"Montreal, Canada",2009.08.10 - 2009.08.16,Outdoor,Hard,1,Jo-Wilfried Tsonga,L,67(5) 61 67(3) 
